,name,team,minutes
235,Noni Madueke,Chelsea,0
604,Oliver Norwood,Sheffield Utd,1
644,Oliver Skipp,Spurs,0
489,Omari Forson,Man Utd,0
61,Omari Kellyman,Aston Villa,0
557,Orel Mangala,Nott'm Forest,0
431,Oscar Bobb,Man City,0
668,Pablo Fornals Malla,West Ham,1
707,Pablo Sarabia,Wolves,1
642,Pape Matar Sarr,Spurs,1
147,Pascal Groß,Brighton,1
704,Pedro Lomba Neto,Wolves,1
418,Pelly Ruddock Mpanzu,Luton,1
438,Phil Foden,Man City,1
67,Philip Billing,Bournemouth,1
36,Philippe Coutinho Correia,Aston Villa,0
629,Pierre-Emile Højbjerg,Spurs,0
242,Raheem Sterling,Chelsea,1
28,Reiss Nelson,Arsenal,0
551,Remo Freuler,Nott'm Forest,0
638,Richarlison de Andrade,Spurs,1
444,Riyad Mahrez,Man City,0
621,Rodrigo Bentancur,Spurs,0
448,Rodrigo Hernandez,Man City,1
252,Roméo Lavia,Chelsea,0
422,Ross Barkley,Luton,0
69,Ryan Christie,Bournemouth,1
504,Ryan Fraser,Newcastle,0
385,Ryan Gravenberch,Liverpool,0
128,Ryan Trevitt,Brentford,0
574,Ryan Yates,Nott'm Forest,1
135,Saman Ghoddos,Brentford,0
174,Samuel Bastien,Burnley,0
201,Sander Berge,Burnley,1
523,Sandro Tonali,Newcastle,1
659,Saïd Benrahma,West Ham,1
331,Saša Lukić,Fulham,0
477,Scott McTominay,Man Utd,0
196,Scott Twine,Burnley,0
515,Sean Longstaff,Newcastle,1
106,Sergi Canós Tenés,Brentford,0
103,Shandon Baptiste,Brentford,0
434,Shea Charles,Man City,0
136,Simon Adingra,Brighton,1
71,Siriki Dembélé,Bournemouth,0
494,Sofyan Amrabat,Man Utd,0
153,Solly March,Brighton,1
645,Son Heung-min,Spurs,1
358,Stefan Bajcetic,Liverpool,0
137,Steven Alzate,Brighton,0
419,Tahith Chong,Luton,1
635,Tanguy Ndombélé Alvaro,Spurs,0
376,Thiago Alcántara do Nascimento,Liverpool,0
13,Thomas Partey,Arsenal,1
44,Tim Iroegbunam,Aston Villa,0
323,Tom Cairney,Fulham,0
617,Tom Davies,Sheffield Utd,0
684,Tommy Doyle,Wolves,0
675,Tomáš Souček,West Ham,1
99,Tyler Adams,Bournemouth,1
318,Tyler Onyango,Everton,0
327,Tyrese Francois,Fulham,0
611,Vini de Souza Costa,Sheffield Utd,1
116,Vitaly Janelt,Brentford,1
384,Wataru Endo,Liverpool,0
272,Will Hughes,Crystal Palace,1
345,Willian Borges da Silva,Fulham,1
208,Wilson Odobert,Burnley,0
138,Yasin Ayari,Brighton,0
130,Yegor Yarmolyuk,Brentford,0
55,Youri Tielemans,Aston Villa,1
622,Yves Bissouma,Spurs,1
246,Ângelo Gabriel Borges Damaceno,Chelsea,0
