,name,team,minutes
230,Ryan Trevitt,Brentford,0
231,Shandon Baptiste,Brentford,0
232,Mikkel Damsgaard,Brentford,0
234,Sergi Canós Tenés,Brentford,0
235,Josh Dasilva,Brentford,0
236,Moisés Caicedo Corozo,Chelsea,1
237,Bryan Mbeumo,Brentford,1
243,Mathias Jensen,Brentford,1
247,Mads Bidstrup,Brentford,0
251,Christian Nørgaard,Brentford,1
252,Frank Onyeka,Brentford,1
253,Keane Lewis-Potter,Brentford,0
254,Yegor Yarmolyuk,Brentford,1
257,Kevin Schade,Brentford,0
261,Vitaly Janelt,Brentford,1
262,Edson Álvarez Velázquez,West Ham,1
266,Maxwel Cornet,West Ham,0
267,Nikola Vlašić,West Ham,0
268,Conor Coventry,West Ham,0
269,Flynn Downes,West Ham,0
272,Pablo Fornals Malla,West Ham,1
281,Tomáš Souček,West Ham,1
282,Saïd Benrahma,West Ham,1
283,Jarrod Bowen,West Ham,1
286,Lucas Tolentino Coelho de Lima,West Ham,1
287,Albert Sambi Lokonga,Luton,0
288,Michael Olakigbe,Brentford,0
289,Cole Palmer,Chelsea,1
290,James McAtee,Sheffield Utd,1
291,Joe Hodge,Wolves,0
293,Bruno Cavaco Jordão,Wolves,0
294,João Victor Gomes da Silva,Wolves,1
301,Mario Lemina,Wolves,1
304,Luke Cundle,Wolves,0
306,Daniel Castelo Podence,Wolves,0
310,Boubacar Traoré,Wolves,1
311,Pedro Lomba Neto,Wolves,1
312,Francisco Jorge Tomás Oliveira,Wolves,0
314,Gonçalo Manuel Ganchinho Guedes,Wolves,0
319,Hwang Hee-chan,Wolves,1
326,Pablo Sarabia,Wolves,1
329,Lewis Dobbin,Everton,0
331,Tyler Onyango,Everton,0
338,Noni Madueke,Chelsea,1
339,Abdoulaye Doucouré,Everton,1
343,Christian Pulisic,Chelsea,0
344,Lesley Ugochukwu,Chelsea,1
350,Amadou Onana,Everton,1
351,Carney Chukwuemeka,Chelsea,0
356,Arnaut Danjuma Groeneveld,Everton,1
357,Raheem Sterling,Chelsea,1
365,Mykhailo Mudryk,Chelsea,1
369,André Tavares Gomes,Everton,0
371,Omari Forson,Man Utd,0
372,Ângelo Gabriel Borges Damaceno,Chelsea,0
375,Enzo Fernández,Chelsea,1
376,Jean-Philippe Gbamin,Everton,0
377,Idrissa Gueye,Everton,0
378,Ian Maatsen,Chelsea,1
379,Dele Alli,Everton,0
380,Demarai Gray,Everton,0
382,James Garner,Everton,1
386,Dwight McNeil,Everton,1
387,Conor Gallagher,Chelsea,1
390,Hakim Ziyech,Chelsea,0
392,Scott McTominay,Man Utd,1
393,Carlos Henrique Casimiro,Man Utd,1
394,Amad Diallo,Man Utd,0
396,Marcus Rashford,Man Utd,1
397,Frederico Rodrigues de Paula Santos,Man Utd,0
399,Mason Mount,Man Utd,1
400,Antony Matheus dos Santos,Man Utd,1
404,Jadon Sancho,Man Utd,0
405,Bruno Borges Fernandes,Man Utd,1
408,Donny van de Beek,Man Utd,0
411,Alejandro Garnacho,Man Utd,1
413,Hannibal Mejbri,Man Utd,0
415,Facundo Pellistri Rebollo,Man Utd,0
417,Kobbie Mainoo,Man Utd,0
420,Christian Eriksen,Man Utd,1
424,Jacob Bruun Larsen,Burnley,1
430,Glen Rea,Luton,0
431,Pelly Ruddock Mpanzu,Luton,1
434,Remo Freuler,Nott'm Forest,0
438,Elliot Thorpe,Luton,0
441,Orel Mangala,Nott'm Forest,1
448,Fred Onyedinma,Luton,0
453,Jack Cork,Burnley,0
456,Harry Arter,Nott'm Forest,0
457,Andrey Nascimento dos Santos,Nott'm Forest,0
458,Alex Mighten,Nott'm Forest,0
459,Anass Zaroury,Burnley,1
463,Enock Agyei,Burnley,0
465,Tahith Chong,Luton,1
469,Allan Campbell,Luton,0
473,Scott Twine,Burnley,0
476,Sander Berge,Burnley,1
477,Samuel Bastien,Burnley,0
479,Anthony Elanga,Nott'm Forest,1
480,Ryan Yates,Nott'm Forest,1
482,Ross Barkley,Luton,1
483,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0
487,Nathan Redmond,Burnley,0
489,Jonjo Shelvey,Nott'm Forest,0
490,Josh Bowler,Nott'm Forest,0
491,Luca Koleosho,Burnley,1
492,Josh Brownhill,Burnley,1
493,Carlos Mendes Gomes,Luton,0
495,Luke Freeman,Luton,0
496,Danilo dos Santos de Oliveira,Nott'm Forest,0
497,Manuel Benson Hedilazio,Burnley,0
499,Luke Berry,Luton,0
507,Louie Watson,Luton,0
508,Lewis O'Brien,Nott'm Forest,0
509,Darko Churlinov,Burnley,0
513,Cheikhou Kouyaté,Nott'm Forest,1
514,Jordan Clark,Luton,0
516,Marvelous Nakamba,Luton,1
524,Josh Cullen,Burnley,1
525,Dion Pereira,Luton,0
526,Braian Ojeda Rodríguez,Nott'm Forest,0
527,Morgan Gibbs-White,Nott'm Forest,1
531,Jóhann Berg Gudmundsson,Burnley,1
533,Dara Costelloe,Burnley,0
534,Brandon Aguilera Zamora,Nott'm Forest,0
538,Marcus Tavernier,Bournemouth,1
542,Ryan Christie,Bournemouth,1
543,David Brooks,Bournemouth,1
551,Dango Ouattara,Bournemouth,1
552,Gavin Kilkenny,Bournemouth,0
553,Ben Pearson,Bournemouth,0
555,Siriki Dembélé,Bournemouth,0
559,Jamal Lowe,Bournemouth,0
560,Justin Kluivert,Bournemouth,0
561,Lewis Cook,Bournemouth,1
562,Philip Billing,Bournemouth,1
563,Jaidon Anthony,Bournemouth,0
564,Emiliano Marcondes,Bournemouth,0
566,Hamed Traorè,Bournemouth,0
568,Joe Rothwell,Bournemouth,1
572,Harry Wilson,Fulham,1
573,Alex Scott,Bournemouth,1
575,Willian Borges da Silva,Fulham,1
576,Will Hughes,Crystal Palace,1
578,Vini de Souza Costa,Sheffield Utd,1
580,Cheick Doucouré,Crystal Palace,1
582,Tyrese Francois,Fulham,0
583,João Palhinha Gonçalves,Fulham,1
585,Harrison Reed,Fulham,1
588,Tom Cairney,Fulham,1
589,Alex Iwobi,Fulham,1
593,Malcolm Ebiowei,Crystal Palace,0
598,Andre Brooks,Sheffield Utd,0
600,Jairo Riedewald,Crystal Palace,1
603,Michael Olise,Crystal Palace,0
604,Eberechi Eze,Crystal Palace,1
607,Jeffrey Schlupp,Crystal Palace,1
610,Jefferson Lerma Solís,Crystal Palace,1
612,Naouirou Ahamada,Crystal Palace,1
618,Saša Lukić,Fulham,1
619,Andreas Hoelgebaum Pereira,Fulham,1
625,Jordan Ayew,Crystal Palace,1
626,Bobby De Cordova-Reid,Fulham,1
627,Ivan Neves Abreu Cavaleiro,Fulham,0
628,Anthony Knockaert,Fulham,0
629,Matheus França de Oliveira,Crystal Palace,1
630,Jesurun Rak-Sakyi,Crystal Palace,1
631,Matthew Dibley-Dias,Fulham,0
639,Ben Osborn,Sheffield Utd,1
644,John Fleck,Sheffield Utd,0
647,Ismaila Coulibaly,Sheffield Utd,0
648,Anis Slimane,Sheffield Utd,0
657,Oliver Norwood,Sheffield Utd,1
658,Callum Hudson-Odoi,Nott'm Forest,1
661,Aaron Ramsey,Burnley,0
662,Adama Traoré,Fulham,0
664,Alex Matos,Chelsea,0
668,Andros Townsend,Luton,0
669,Anssumane Fati Vieira,Brighton,1
674,Carlos Baleba,Brighton,0
676,Daniel Gore,Man Utd,0
677,David Ozoh,Crystal Palace,0
680,Diego Manuel Jadon da Silva Moreira,Chelsea,0
684,Enso González,Wolves,0
685,Ethan Brierley,Brentford,0
688,Han-Noah Massengo,Burnley,0
690,Ibrahim Sangaré,Nott'm Forest,0
691,Jack Harrison,Everton,1
692,Jadan Raymond,Crystal Palace,0
693,James Ward-Prowse,West Ham,1
695,Jayden Luker,Luton,0
696,Jean-Ricner Bellegarde,Wolves,0
702,Jérémy Doku,Man City,1
704,Luis Sinisterra,Bournemouth,1
706,Luke Harris,Fulham,0
708,Mackenzie Hunt,Everton,0
709,Mike Trésor,Burnley,1
710,Mohammed Kudus,West Ham,1
713,Nicolás Domínguez,Nott'm Forest,0
714,Nicolò Zaniolo,Aston Villa,0
719,Roméo Lavia,Chelsea,0
721,Ryan Gravenberch,Liverpool,0
722,Ryan Oné,Sheffield Utd,0
723,Saman Ghoddos,Brentford,0
725,Sofyan Amrabat,Man Utd,0
729,Tyler Adams,Bournemouth,1
730,Wataru Endo,Liverpool,0
731,Wilson Odobert,Burnley,0
